event,ADM_CD,SIDO,SIGUNGU,EMD,label_source,positive,mean_prob,pixel_count
chuncheon_2020,32580110,강원도,강원도 양구군,양구읍,Sentinel scar label,0,0.0,1930
chuncheon_2020,32010600,강원도,강원도 춘천시,후평1동,Sentinel scar label,1,0.7952711107871598,2250
chuncheon_2020,32010640,강원도,강원도 춘천시,효자2동,Sentinel scar label,1,0.6695581170230188,2082
chuncheon_2020,32010660,강원도,강원도 춘천시,석사동,Sentinel scar label,1,0.6533666585213264,4301
chuncheon_2020,32010670,강원도,강원도 춘천시,퇴계동,Sentinel scar label,1,0.6580370206015407,4646
chuncheon_2020,31570110,경기도,경기도 가평군,가평읍,Sentinel scar label,0,0.39182010104146636,4736
chuncheon_2020,32010310,강원도,강원도 춘천시,동면,Sentinel scar label,1,0.8439211835868454,148955
chuncheon_2020,32510110,강원도,강원도 홍천군,홍천읍,Sentinel scar label,0,0.6935220747337841,5775
chuncheon_2020,32510310,강원도,강원도 홍천군,화촌면,Sentinel scar label,1,0.6552423232053256,114413
chuncheon_2020,32510320,강원도,강원도 홍천군,두촌면,Sentinel scar label,0,0.8381637037557232,5119
chuncheon_2020,32510370,강원도,강원도 홍천군,서면,Sentinel scar label,0,1.0,168
chuncheon_2020,31570350,경기도,경기도 가평군,북면,Sentinel scar label,1,0.4496700005167431,26394
chuncheon_2020,32010110,강원도,강원도 춘천시,신북읍,Sentinel scar label,1,0.7103371559132021,63383
chuncheon_2020,32570310,강원도,강원도 화천군,간동면,Sentinel scar label,1,0.013668151717319676,14814
chuncheon_2020,32010680,강원도,강원도 춘천시,강남동,Sentinel scar label,1,0.6533566599033163,16433
