event,ADM_CD,SIDO,SIGUNGU,EMD,positive,mean_prob,p90_prob,unit_area_m2,pixel_count,mean_elevation_m,relief_m,log_unit_area_m2
yecheon_2023,37040350,경상북도,경상북도 안동시,일직면,0,0.8565954440745067,1.0,85701627.20336206,95102,198.05958557128906,353.94287109375,18.26638237059151
yecheon_2023,37520110,경상북도,경상북도 의성군,의성읍,0,0.8455832440888819,1.0,68271906.87236421,75766,151.734619140625,401.7810363769531,18.039008920341203
yecheon_2023,37520340,경상북도,경상북도 의성군,사곡면,0,0.7625992141272218,1.0,72711019.3650415,66270,220.922119140625,536.0914916992188,18.10200350412694
yecheon_2023,37520420,경상북도,경상북도 의성군,단북면,0,0.9610480357361448,1.0,23933082.23945741,26564,52.20048904418945,76.04487609863281,16.990772253907735
yecheon_2023,37520430,경상북도,경상북도 의성군,안계면,0,0.8750938918831087,1.0,43724005.67619878,48513,101.53340148925781,348.2836608886719,17.59340783821469
yecheon_2023,37610350,경상북도,경상북도 봉화군,소천면,0,0.0,0.0,262976913.35948285,6024,590.2518920898438,1176.257080078125,19.387576804385876
yecheon_2023,37040620,경상북도,경상북도 안동시,서구동,0,0.7530011649597392,1.0,1537984.281590131,1716,106.6817626953125,131.54290771484375,14.245983208963077
yecheon_2023,33020560,충청북도,충청북도 충주시,지현동,0,0.5519344266290304,1.0,553582.7818421135,610,107.40464782714844,43.973907470703125,13.224166580638101
yecheon_2023,37040410,경상북도,경상북도 안동시,예안면,0,0.3783886524345497,1.0,164255841.00447908,97465,247.96685791015625,820.7691650390625,18.916935776367797
yecheon_2023,37040420,경상북도,경상북도 안동시,도산면,0,0.2852743348140168,1.0,103280820.66515894,114568,309.22509765625,844.2637939453125,18.452962250493158
yecheon_2023,37040430,경상북도,경상북도 안동시,녹전면,0,0.3196149581952526,1.0,71573687.816217,79420,293.9853820800781,509.957275390625,18.08623807579007
yecheon_2023,37040510,경상북도,경상북도 안동시,중구동,0,0.584647760358636,1.0,4012163.8158827582,4443,134.64697265625,199.82040405273438,15.204841258706642
yecheon_2023,37040520,경상북도,경상북도 안동시,명륜동,0,0.2777035224238631,1.0,7730591.547502228,8574,186.2202911376953,161.16050720214844,15.86069594383255
yecheon_2023,37040540,경상북도,경상북도 안동시,용상동,0,0.4202105120593798,1.0,26710813.26086082,29642,181.32040405273438,283.6810302734375,17.100579032427216
yecheon_2023,37040560,경상북도,경상북도 안동시,태화동,0,0.7480874524724461,1.0,2369055.035850809,2630,101.71019744873047,84.91058349609375,14.678001714551446
yecheon_2023,37040580,경상북도,경상북도 안동시,평화동,0,0.4762526993533157,1.0,835226.8904003324,926,132.34983825683594,106.12653350830078,13.63545869195277
yecheon_2023,37060340,경상북도,경상북도 영주시,장수면,0,0.3461351628817568,1.0,41970456.76056376,46566,171.6095428466797,444.6540222167969,17.55247651827566
yecheon_2023,37060350,경상북도,경상북도 영주시,안정면,0,0.4089081578819094,1.0,43903921.90230268,48725,219.4184112548828,491.22882080078125,17.597514211237364
yecheon_2023,37060360,경상북도,경상북도 영주시,봉현면,0,0.4229413087094985,1.0,51977052.46318628,57692,439.767822265625,963.106689453125,17.766312880359855
yecheon_2023,37060370,경상북도,경상북도 영주시,순흥면,0,0.5336114558640729,1.0,54309096.74651083,60261,508.90460205078125,1268.0478515625,17.81020229843304
yecheon_2023,37060380,경상북도,경상북도 영주시,단산면,0,0.409923515028492,1.0,92265262.7478348,90607,424.61932373046875,1333.0390625,18.34017827704062
yecheon_2023,37060390,경상북도,경상북도 영주시,부석면,0,0.2346909737790739,1.0,91837196.25670756,81320,369.287353515625,957.8590698242188,18.3355279615058
yecheon_2023,37060510,경상북도,경상북도 영주시,상망동,0,0.3017969821640978,1.0,17079622.0581805,18954,207.5069122314453,197.98561096191406,16.653396618338686
yecheon_2023,37060530,경상북도,경상북도 영주시,하망동,0,0.4850409276463284,1.0,1324236.234142369,1466,162.1739501953125,78.88986206054688,14.096346424142148
yecheon_2023,33580120,충청북도,충청북도 단양군,매포읍,0,0.2729826519223904,1.0,66255684.276124574,21444,198.90463256835938,556.3926391601562,18.009031819544294
yecheon_2023,37520310,경상북도,경상북도 의성군,단촌면,0,0.8004498125522431,1.0,73473925.26131238,81523,227.4157257080078,442.6817626953125,18.112441142891942
yecheon_2023,37520320,경상북도,경상북도 의성군,점곡면,0,0.3898056328931177,1.0,65389615.15796783,72543,259.7607727050781,373.22705078125,17.9958740141855
yecheon_2023,37520330,경상북도,경상북도 의성군,옥산면,0,0.5562150045537823,1.0,103570112.37641768,114909,379.2637939453125,665.2113037109375,18.455759355593127
yecheon_2023,22520111,대구광역시,대구광역시 군위군,군위읍,0,0.8316897807135111,1.0,83683259.63979402,3533,132.6948699951172,260.3263854980469,18.24254951115264
yecheon_2023,22520311,대구광역시,대구광역시 군위군,소보면,0,0.8666904987840555,1.0,99929350.00550112,37906,159.32192993164062,681.4535522460938,18.41997399431868
yecheon_2023,37060550,경상북도,경상북도 영주시,영주1동,0,0.6358362670518903,1.0,1022432.2159471278,1136,164.88986206054688,135.77880859375,13.837694872229404
yecheon_2023,37060580,경상북도,경상북도 영주시,영주2동,0,0.8559273798987489,1.0,923285.4852779176,1019,141.76632690429688,44.61639404296875,13.735693767154013
yecheon_2023,37060590,경상북도,경상북도 영주시,휴천1동,0,0.3169201781938784,1.0,5268478.121958147,5838,187.1380615234375,148.38192749023438,15.477252097400047
yecheon_2023,37060600,경상북도,경상북도 영주시,휴천2동,0,0.7255115658301674,1.0,2021765.753129896,2248,143.33978271484375,61.8984375,14.519481822756521
yecheon_2023,37060610,경상북도,경상북도 영주시,휴천3동,0,0.3860340608915859,1.0,9573027.635334,10628,171.0302276611328,154.2874755859375,16.074460080724073
yecheon_2023,37060620,경상북도,경상북도 영주시,가흥1동,0,0.3901208498780264,1.0,6497547.514445262,7199,169.91102600097656,135.198486328125,15.686935358198287
yecheon_2023,37060630,경상북도,경상북도 영주시,가흥2동,0,0.5491746932826378,1.0,17110113.558240402,18999,174.55245971679688,180.38485717773438,16.655180282797865
