event,ADM_CD,SIDO,SIGUNGU,EMD,positive,mean_prob,p90_prob,unit_area_m2,pixel_count,mean_elevation_m,relief_m,log_unit_area_m2
yecheon_2023,33044110,충청북도,충청북도 청주시,내수읍,0,0.6366627644955829,1.0,55283681.937147595,15378,156.6474151611328,525.5418090820312,17.82798834043626
yecheon_2023,33044310,충청북도,충청북도 청주시,북이면,0,0.5642829135342895,1.0,47313835.75438993,13262,84.41136169433594,270.1864318847656,17.672313321352892
yecheon_2023,33020110,충청북도,충청북도 충주시,주덕읍,0,0.4337959680994752,1.0,48219412.58281023,51394,132.2558135986328,404.97760009765625,17.691272248619253
yecheon_2023,33020310,충청북도,충청북도 충주시,살미면,0,0.6367204747156399,1.0,90328837.28408772,100295,245.88018798828125,678.4337768554688,18.318967317174344
yecheon_2023,33020320,충청북도,충청북도 충주시,수안보면,0,0.5532736947080487,1.0,73098256.52633119,81156,411.27667236328125,840.4534912109375,18.107315073906594
yecheon_2023,33020340,충청북도,충청북도 충주시,신니면,0,0.2665898924603833,1.0,59686975.66611429,55444,208.19229125976562,706.8113403320312,17.90462439151515
yecheon_2023,33020350,충청북도,충청북도 충주시,노은면,0,0.0,0.0,61680870.72027805,330,53.08120346069336,407.48321533203125,17.937484403855734
yecheon_2023,33020380,충청북도,충청북도 충주시,금가면,0,0.1655815379384353,1.0,33632834.72388727,13043,70.35557556152344,146.75933837890625,17.331013371686193
yecheon_2023,33020390,충청북도,충청북도 충주시,동량면,0,0.3272396004321084,1.0,109658403.03693442,66494,222.70724487304688,637.2566528320312,18.512880664975615
yecheon_2023,33020570,충청북도,충청북도 충주시,문화동,0,0.6817657337312333,1.0,1023170.211279788,1144,93.09335327148438,60.66472625732422,13.838416415531128
yecheon_2023,33020580,충청북도,충청북도 충주시,호암·직동,0,0.6158704849130016,1.0,14239416.417175183,15813,237.658447265625,543.3069458007812,16.471524481168377
yecheon_2023,33020600,충청북도,충청북도 충주시,달천동,0,0.7579405614348936,1.0,22861229.50276238,25371,120.01497650146484,369.4411926269531,16.944952998907482
yecheon_2023,33020610,충청북도,충청북도 충주시,봉방동,0,0.9619594759961132,1.0,3637980.5535160825,4047,70.173583984375,24.96045684814453,15.10693929266826
yecheon_2023,33020630,충청북도,충청북도 충주시,연수동,0,0.6228913306774553,1.0,5082345.847763931,5641,145.50143432617188,470.3174743652344,15.441283494022498
yecheon_2023,33020640,충청북도,충청북도 충주시,목행·용탄동,0,0.0861286219796035,0.4600000083446502,13475190.691115418,14943,162.79248046875,764.457763671875,16.416360826133445
yecheon_2023,33030310,충청북도,충청북도 제천시,금성면,0,0.0,0.0,68670524.33275701,1131,0.0,0.0,18.04483061611099
yecheon_2023,33030340,충청북도,충청북도 제천시,덕산면,0,0.5501695662700513,1.0,111620952.8092516,123905,530.5387573242188,1019.3021240234375,18.530619339475653
yecheon_2023,33030350,충청북도,충청북도 제천시,한수면,0,0.5417238709328999,1.0,74431643.61423224,82628,364.6718444824219,876.164794921875,18.12539172677711
yecheon_2023,33041320,충청북도,충청북도 청주시,미원면,0,0.8040941632271548,1.0,129128808.76876444,143387,321.4438171386719,476.953125,18.676320981726185
yecheon_2023,33041330,충청북도,충청북도 청주시,가덕면,0,0.813842843752282,1.0,49793184.0632401,19293,239.73345947265625,598.4552001953125,17.72338866642785
yecheon_2023,33041350,충청북도,충청북도 청주시,문의면,0,1.0,1.0,93036482.0639356,11,0.0,0.0,18.348502254453116
yecheon_2023,33520350,충청북도,충청북도 보은군,삼승면,0,0.6428727607350281,1.0,28261796.813968223,31374,203.2542266845703,511.9931335449219,17.157021514726974
yecheon_2023,33520360,충청북도,충청북도 보은군,수한면,0,0.5627272217109531,1.0,48846029.36353098,54264,289.9368896484375,425.50103759765625,17.704183650929036
yecheon_2023,33520370,충청북도,충청북도 보은군,회남면,0,0.7992210254857076,1.0,46630601.215995446,23133,210.3333282470703,555.7128295898438,17.65776756203176
yecheon_2023,33520380,충청북도,충청북도 보은군,회인면,0,0.8684745720919543,1.0,53956468.48103117,54116,222.8450927734375,570.1124267578125,17.803688140183414
yecheon_2023,33520390,충청북도,충청북도 보은군,내북면,0,0.8495019518136748,1.0,63170772.6187282,70154,323.5561218261719,429.7218017578125,17.961352293585716
yecheon_2023,33520400,충청북도,충청북도 보은군,산외면,0,0.6669842509671747,1.0,58614100.68299369,65085,345.3321228027344,690.466064453125,17.886485851591104
yecheon_2023,33530110,충청북도,충청북도 옥천군,옥천읍,0,0.5988293927115916,1.0,47807068.73503446,25380,139.11221313476562,399.8468017578125,17.68268406801437
yecheon_2023,33530310,충청북도,충청북도 옥천군,동이면,0,0.6137662840681318,1.0,60600814.22370526,54348,147.68344116210938,526.4351196289062,17.91981888698402
yecheon_2023,33530320,충청북도,충청북도 옥천군,안남면,0,0.613770263771419,1.0,31764818.839636423,35284,184.34100341796875,421.5246887207031,17.273869909522684
yecheon_2023,33530330,충청북도,충청북도 옥천군,안내면,0,0.7969788133527562,1.0,64791973.72030544,70896,228.4892120361328,646.478759765625,17.986692291309964
